gameId,year,week,homeAbbr,awayAbbr,offenseAbbr,defenseAbbr,homeScore,awayScore,quarter,clock,type,down,distance,yardLine,yardsGained
333640251,2013,16,TEX,ORE,ORE,TEX,7,13,2,0:06:31,Pass Incompletion,1,10,74,0
333640251,2013,16,TEX,ORE,ORE,TEX,7,13,2,0:06:11,Pass Completion,2,10,74,24
333640251,2013,16,TEX,ORE,ORE,TEX,7,13,2,0:05:37,Rush,1,15,55,-4
333640251,2013,16,TEX,ORE,ORE,TEX,7,13,2,0:04:44,Pass Completion,2,19,59,2
333640251,2013,16,TEX,ORE,ORE,TEX,7,13,2,0:04:22,Rush,3,17,57,5
333640251,2013,16,TEX,ORE,TEX,ORE,7,13,2,0:03:15,Rush,1,10,8,40
333640251,2013,16,TEX,ORE,TEX,ORE,7,13,2,0:03:03,Pass Incompletion,1,10,48,0
333640251,2013,16,TEX,ORE,TEX,ORE,7,13,2,0:02:44,Pass Completion,2,10,48,3
333640251,2013,16,TEX,ORE,TEX,ORE,7,13,2,0:02:15,Pass Incompletion,3,7,51,0
333640251,2013,16,TEX,ORE,ORE,TEX,7,13,2,0:01:59,Rush,1,10,88,33
333640251,2013,16,TEX,ORE,ORE,TEX,7,13,2,0:01:45,Pass Completion,1,10,55,19
333640251,2013,16,TEX,ORE,ORE,TEX,7,13,2,0:01:39,Pass Incompletion,1,10,36,0
333640251,2013,16,TEX,ORE,ORE,TEX,7,13,2,0:01:25,Rush,2,10,36,9
333640251,2013,16,TEX,ORE,ORE,TEX,7,13,2,0:01:05,Rush,3,1,27,3
333640251,2013,16,TEX,ORE,ORE,TEX,7,13,2,0:00:53,Pass Completion,1,10,24,8
333640251,2013,16,TEX,ORE,ORE,TEX,7,19,2,0:00:44,Pass Completion,2,2,16,16
333640251,2013,16,TEX,ORE,TEX,ORE,7,20,2,0:00:15,Rush,1,10,25,3
333640251,2013,16,TEX,ORE,TEX,ORE,7,20,2,0:00:00,Rush,2,7,28,8
333640251,2013,16,TEX,ORE,ORE,TEX,7,20,3,0:14:40,Rush,1,10,66,4
333640251,2013,16,TEX,ORE,ORE,TEX,7,20,3,0:14:30,Pass Completion,2,6,62,20
333640251,2013,16,TEX,ORE,ORE,TEX,7,20,3,0:14:00,Rush,1,10,42,6
333640251,2013,16,TEX,ORE,ORE,TEX,0,0,3,0:13:55,Pass Completion,2,4,36,13
