playID,homeAbbr,awayAbbr,homeScore,awayScore
332850251_21_0,TEX,OKLA,36,20
332850251_21_1,TEX,OKLA,36,20
332850251_21_2,TEX,OKLA,36,20
332850251_21_3,TEX,OKLA,36,20
332850251_21_4,TEX,OKLA,36,20
332850251_21_5,TEX,OKLA,36,20
332850251_21_7,TEX,OKLA,36,20
332850251_22_0,TEX,OKLA,36,20
332850251_22_1,TEX,OKLA,36,20
332850251_22_2,TEX,OKLA,36,20
332850251_22_3,TEX,OKLA,36,20
332850251_22_4,TEX,OKLA,36,20
332850251_22_5,TEX,OKLA,36,20
332850251_23_0,TEX,OKLA,36,20
332850251_23_1,TEX,OKLA,36,20
332850251_23_3,TEX,OKLA,36,20
332850251_23_4,TEX,OKLA,36,20
332850251_23_5,TEX,OKLA,36,20
332850251_23_6,TEX,OKLA,36,20
332850251_23_7,TEX,OKLA,36,20
332850251_23_8,TEX,OKLA,36,20
332850251_23_10,TEX,OKLA,36,20
332992628_0_0,TCU,TEX,0,0
332992628_0_1,TCU,TEX,0,0
332992628_0_2,TCU,TEX,0,0
332992628_1_0,TCU,TEX,0,0
332992628_1_1,TCU,TEX,0,0
332992628_1_3,TCU,TEX,0,0
332992628_1_4,TCU,TEX,0,0
332992628_2_0,TCU,TEX,0,0
332992628_2_1,TCU,TEX,0,0
332992628_2_2,TCU,TEX,0,0
332992628_2_3,TCU,TEX,0,0
332992628_2_4,TCU,TEX,0,0
332992628_3_0,TCU,TEX,0,0
332992628_4_0,TCU,TEX,0,6
332992628_5_0,TCU,TEX,0,7
332992628_5_1,TCU,TEX,0,7
332992628_5_2,TCU,TEX,0,7
332992628_5_3,TCU,TEX,0,7
332992628_6_0,TCU,TEX,0,7
332992628_6_1,TCU,TEX,0,7
332992628_6_3,TCU,TEX,0,7
332992628_6_4,TCU,TEX,0,7
332992628_6_5,TCU,TEX,0,7
332992628_6_6,TCU,TEX,0,7
332992628_6_7,TCU,TEX,0,7
332992628_7_0,TCU,TEX,0,10
332992628_7_1,TCU,TEX,0,10
332992628_7_2,TCU,TEX,0,10
332992628_7_3,TCU,TEX,0,10
332992628_7_4,TCU,TEX,6,10
332992628_8_0,TCU,TEX,7,10
332992628_8_1,TCU,TEX,7,10
332992628_8_2,TCU,TEX,7,10
332992628_8_3,TCU,TEX,7,10
332992628_8_4,TCU,TEX,7,10
332992628_9_0,TCU,TEX,7,10
332992628_9_1,TCU,TEX,7,10
332992628_9_2,TCU,TEX,7,10
332992628_9_3,TCU,TEX,7,10
332992628_9_4,TCU,TEX,7,10
332992628_9_5,TCU,TEX,7,10
332992628_9_6,TCU,TEX,7,10
332992628_9_8,TCU,TEX,7,10
332992628_10_0,TCU,TEX,7,10
332992628_10_1,TCU,TEX,7,10
332992628_10_2,TCU,TEX,7,10
332992628_10_3,TCU,TEX,7,10
332992628_10_4,TCU,TEX,7,10
332992628_10_5,TCU,TEX,7,16
332992628_11_0,TCU,TEX,7,17
332992628_11_1,TCU,TEX,7,17
332992628_11_2,TCU,TEX,7,17
332992628_12_0,TCU,TEX,7,17
332992628_12_1,TCU,TEX,7,17
332992628_12_2,TCU,TEX,7,17
332992628_12_3,TCU,TEX,7,17
332992628_12_4,TCU,TEX,7,17
332992628_13_0,TCU,TEX,7,17
332992628_13_1,TCU,TEX,7,17
332992628_13_2,TCU,TEX,7,17
332992628_13_3,TCU,TEX,7,17
332992628_13_4,TCU,TEX,7,17
332992628_14_0,TCU,TEX,7,17
332992628_14_1,TCU,TEX,7,17
332992628_14_2,TCU,TEX,7,17
332992628_15_0,TCU,TEX,7,17
332992628_15_1,TCU,TEX,7,17
332992628_16_0,TCU,TEX,7,17
332992628_16_1,TCU,TEX,7,17
332992628_17_0,TCU,TEX,7,20
332992628_17_1,TCU,TEX,7,20
332992628_17_2,TCU,TEX,7,20
332992628_18_0,TCU,TEX,7,20
332992628_18_1,TCU,TEX,7,20
332992628_18_2,TCU,TEX,7,20
332992628_18_4,TCU,TEX,7,20
332992628_18_5,TCU,TEX,7,20
332992628_18_6,TCU,TEX,7,20
332992628_18_8,TCU,TEX,7,20
332992628_18_9,TCU,TEX,7,26
332992628_19_0,TCU,TEX,7,27
332992628_19_1,TCU,TEX,7,27
332992628_19_2,TCU,TEX,7,27
332992628_19_4,TCU,TEX,7,27
332992628_19_5,TCU,TEX,7,27
332992628_19_6,TCU,TEX,7,27
332992628_20_0,TCU,TEX,7,27
332992628_20_1,TCU,TEX,7,27
332992628_21_0,TCU,TEX,7,27
332992628_21_1,TCU,TEX,7,27
332992628_21_2,TCU,TEX,7,27
332992628_21_4,TCU,TEX,7,27
332992628_21_5,TCU,TEX,7,27
332992628_22_0,TCU,TEX,7,27
332992628_22_1,TCU,TEX,7,27
332992628_22_2,TCU,TEX,7,27
332992628_22_3,TCU,TEX,7,27
332992628_23_0,TCU,TEX,7,27
332992628_23_1,TCU,TEX,7,27
332992628_23_2,TCU,TEX,7,27
332992628_23_3,TCU,TEX,7,27
332992628_24_0,TCU,TEX,7,27
332992628_24_1,TCU,TEX,7,27
332992628_24_2,TCU,TEX,7,27
332992628_25_0,TCU,TEX,7,27
332992628_25_1,TCU,TEX,7,27
332992628_25_2,TCU,TEX,7,27
332992628_25_3,TCU,TEX,7,27
332992628_25_4,TCU,TEX,7,27
332992628_26_0,TCU,TEX,7,30
332992628_26_1,TCU,TEX,7,30
332992628_26_2,TCU,TEX,7,30
332992628_26_3,TCU,TEX,7,30
332992628_26_4,TCU,TEX,7,30
332992628_27_0,TCU,TEX,7,30
332992628_27_1,TCU,TEX,7,30
332992628_27_2,TCU,TEX,7,30
332992628_27_4,TCU,TEX,7,30
332992628_27_5,TCU,TEX,7,30
332992628_28_0,TCU,TEX,7,30
332992628_28_1,TCU,TEX,7,30
332992628_28_2,TCU,TEX,7,30
332992628_29_0,TCU,TEX,7,30
332992628_29_2,TCU,TEX,7,30
332992628_29_3,TCU,TEX,7,30
332992628_29_4,TCU,TEX,7,30
332992628_29_5,TCU,TEX,7,30
332992628_29_6,TCU,TEX,7,30
332992628_29_7,TCU,TEX,7,30
332992628_29_8,TCU,TEX,7,30
332992628_30_0,TCU,TEX,7,30
400610223_0_1,TEX,ARK,0,0
400610223_0_2,TEX,ARK,0,0
400610223_0_3,TEX,ARK,0,0
400610223_0_4,TEX,ARK,0,0
400610223_0_5,TEX,ARK,0,0
400610223_1_2,TEX,ARK,0,0
400610223_1_3,TEX,ARK,0,0
400610223_1_4,TEX,ARK,0,0
400610223_1_5,TEX,ARK,0,0
400610223_1_6,TEX,ARK,0,0
400610223_2_0,TEX,ARK,0,0
400610223_2_1,TEX,ARK,0,0
400610223_2_2,TEX,ARK,0,0
400610223_2_3,TEX,ARK,0,0
400610223_2_4,TEX,ARK,0,0
400610223_2_5,TEX,ARK,0,0
400610223_2_6,TEX,ARK,0,0
400610223_2_7,TEX,ARK,0,0
400610223_2_8,TEX,ARK,0,0
400610223_3_1,TEX,ARK,0,3
400610223_3_2,TEX,ARK,0,3
400610223_3_3,TEX,ARK,0,3
400610223_3_4,TEX,ARK,0,3
400610223_3_5,TEX,ARK,0,3
400610223_4_0,TEX,ARK,0,3
400610223_4_1,TEX,ARK,0,3
400610223_4_2,TEX,ARK,0,3
400610223_4_3,TEX,ARK,0,3
400610223_4_5,TEX,ARK,0,3
400610223_4_6,TEX,ARK,0,10
400610223_5_1,TEX,ARK,0,10
400610223_5_2,TEX,ARK,0,10
400610223_5_3,TEX,ARK,0,10
400610223_6_0,TEX,ARK,0,10
400610223_6_1,TEX,ARK,0,10
400610223_6_2,TEX,ARK,0,10
400610223_6_3,TEX,ARK,0,10
400610223_6_4,TEX,ARK,0,10
400610223_6_5,TEX,ARK,0,10
400610223_6_6,TEX,ARK,0,10
400610223_6_7,TEX,ARK,0,10
400610223_8_2,TEX,ARK,0,17
400610223_8_4,TEX,ARK,0,17
400610223_8_5,TEX,ARK,0,17
400610223_8_6,TEX,ARK,0,17
400610223_8_7,TEX,ARK,0,17
400610223_8_8,TEX,ARK,0,17
400610223_8_9,TEX,ARK,0,17
400610223_8_10,TEX,ARK,7,17
400610223_9_1,TEX,ARK,7,17
400610223_9_2,TEX,ARK,7,17
400610223_9_3,TEX,ARK,7,17
400610223_9_4,TEX,ARK,7,17
400610223_9_5,TEX,ARK,7,17
400610223_9_6,TEX,ARK,7,17
400610223_9_8,TEX,ARK,7,17
400610223_9_9,TEX,ARK,7,17
400610223_9_10,TEX,ARK,7,24
400610223_11_1,TEX,ARK,7,24
400610223_11_2,TEX,ARK,7,24
400610223_12_0,TEX,ARK,7,24
400610223_12_1,TEX,ARK,7,24
400610223_12_3,TEX,ARK,7,24
400610223_12_4,TEX,ARK,7,24
400610223_12_5,TEX,ARK,7,24
400610223_12_6,TEX,ARK,7,24
400610223_12_7,TEX,ARK,7,24
400610223_13_0,TEX,ARK,7,24
400610223_13_1,TEX,ARK,7,24
400610223_13_2,TEX,ARK,7,24
400610223_14_0,TEX,ARK,7,24
400610223_14_1,TEX,ARK,7,24
400610223_14_2,TEX,ARK,7,24
400610223_15_0,TEX,ARK,7,24
400610223_15_1,TEX,ARK,7,24
400610223_15_2,TEX,ARK,7,24
400610223_16_0,TEX,ARK,7,24
400610223_16_1,TEX,ARK,7,24
400610223_16_2,TEX,ARK,7,24
400610223_16_3,TEX,ARK,7,24
400610223_16_4,TEX,ARK,7,24
400610223_16_5,TEX,ARK,7,24
400610223_16_7,TEX,ARK,7,24
400610223_16_9,TEX,ARK,7,24
400610223_16_12,TEX,ARK,7,24
400610223_16_13,TEX,ARK,7,24
400610223_16_15,TEX,ARK,7,24
400610223_16_16,TEX,ARK,7,31
400610223_17_1,TEX,ARK,7,31
400610223_17_3,TEX,ARK,7,31
400610223_18_0,TEX,ARK,7,31
400610223_18_1,TEX,ARK,7,31
400610223_18_2,TEX,ARK,7,31
400610223_18_3,TEX,ARK,7,31
400610223_18_4,TEX,ARK,7,31
400610223_18_5,TEX,ARK,7,31
400610223_18_6,TEX,ARK,7,31
400610223_19_0,TEX,ARK,7,31
400610223_19_1,TEX,ARK,7,31
400610223_19_2,TEX,ARK,7,31
400610223_19_3,TEX,ARK,7,31
400610223_19_4,TEX,ARK,7,31
400610223_19_6,TEX,ARK,7,31
400610223_19_7,TEX,ARK,7,31
400610223_20_0,TEX,ARK,7,31
400610223_20_1,TEX,ARK,7,31
400610223_20_2,TEX,ARK,7,31
400610223_20_3,TEX,ARK,7,31
400610223_20_4,TEX,ARK,7,31
400610223_20_5,TEX,ARK,7,31
400547836_0_1,TEX,UNT,0,0
400547836_0_2,TEX,UNT,0,0
400547836_1_0,TEX,UNT,0,0
400547836_1_1,TEX,UNT,0,0
400547836_1_2,TEX,UNT,0,0
400547836_1_3,TEX,UNT,0,0
400547836_1_4,TEX,UNT,0,0
400547836_2_0,TEX,UNT,0,0
400547836_2_1,TEX,UNT,0,0
400547836_2_2,TEX,UNT,0,0
400547836_3_1,TEX,UNT,0,0
400547836_3_2,TEX,UNT,0,0
400547836_4_0,TEX,UNT,0,0
400547836_4_1,TEX,UNT,0,0
400547836_4_2,TEX,UNT,0,0
400547836_5_1,TEX,UNT,0,0
400547836_5_2,TEX,UNT,0,0
400547836_5_3,TEX,UNT,0,0
400547836_5_4,TEX,UNT,0,0
400547836_5_5,TEX,UNT,0,0
400547836_5_6,TEX,UNT,0,0
400547836_5_8,TEX,UNT,0,0
400547836_5_9,TEX,UNT,0,0
400547836_5_10,TEX,UNT,7,0
400547836_6_1,TEX,UNT,7,0
400547836_6_2,TEX,UNT,7,0
400547836_6_3,TEX,UNT,7,0
400547836_6_4,TEX,UNT,7,0
400547836_6_5,TEX,UNT,7,0
400547836_7_0,TEX,UNT,7,0
400547836_7_1,TEX,UNT,7,0
400547836_7_2,TEX,UNT,7,0
400547836_7_3,TEX,UNT,7,0
400547836_7_4,TEX,UNT,7,0
400547836_7_6,TEX,UNT,7,0
400547836_7_7,TEX,UNT,7,0
400547836_8_0,TEX,UNT,7,0
400547836_8_2,TEX,UNT,7,0
400547836_8_3,TEX,UNT,7,0
400547836_9_0,TEX,UNT,7,0
400547836_9_1,TEX,UNT,7,0
400547836_10_0,TEX,UNT,7,0
400547836_10_1,TEX,UNT,7,0
400547836_11_0,TEX,UNT,7,0
400547836_11_1,TEX,UNT,14,0
400547836_12_1,TEX,UNT,14,0
400547836_12_2,TEX,UNT,14,0
400547836_13_0,TEX,UNT,14,0
400547836_13_1,TEX,UNT,14,0
400547836_13_2,TEX,UNT,14,0
400547836_13_4,TEX,UNT,14,0
400547836_13_5,TEX,UNT,14,0
400547836_13_6,TEX,UNT,14,0
400547836_13_7,TEX,UNT,14,0
400547836_13_8,TEX,UNT,21,0
400547836_14_1,TEX,UNT,21,0
400547836_14_2,TEX,UNT,21,0
400547836_14_3,TEX,UNT,21,0
400547836_14_5,TEX,UNT,21,0
400547836_14_6,TEX,UNT,21,0
400547836_15_0,TEX,UNT,21,0
400547836_15_2,TEX,UNT,21,0
400547836_16_1,TEX,UNT,21,0
400547836_16_3,TEX,UNT,21,0
400547836_16_4,TEX,UNT,21,0
400547836_16_5,TEX,UNT,21,0
400547836_16_6,TEX,UNT,21,0
400547836_16_7,TEX,UNT,21,0
400547836_16_8,TEX,UNT,21,0
400547836_16_9,TEX,UNT,28,0
400547836_17_1,TEX,UNT,28,0
400547836_17_2,TEX,UNT,28,0
400547836_17_3,TEX,UNT,28,0
400547836_17_4,TEX,UNT,28,0
400547836_17_5,TEX,UNT,28,0
400547836_18_0,TEX,UNT,28,0
400547836_18_1,TEX,UNT,28,0
400547836_18_2,TEX,UNT,28,0
400547836_18_3,TEX,UNT,28,0
400547836_18_4,TEX,UNT,28,0
400547836_18_6,TEX,UNT,28,0
400547836_19_1,TEX,UNT,28,0
400547836_20_0,TEX,UNT,28,0
400547836_20_1,TEX,UNT,28,0
400547836_20_2,TEX,UNT,28,0
400547836_21_1,TEX,UNT,28,0
400547836_21_2,TEX,UNT,28,0
400547836_21_3,TEX,UNT,28,0
400547836_22_2,TEX,UNT,28,0
400547836_22_4,TEX,UNT,28,0
400547836_22_5,TEX,UNT,28,0
400547836_23_0,TEX,UNT,28,0
400547836_23_1,TEX,UNT,28,0
400547836_23_2,TEX,UNT,28,0
400547836_23_3,TEX,UNT,28,0
400547836_23_4,TEX,UNT,28,0
400547836_23_5,TEX,UNT,28,0
400547836_23_6,TEX,UNT,28,0
400547836_23_7,TEX,UNT,28,0
400547836_23_8,TEX,UNT,28,0
400547836_23_9,TEX,UNT,28,0
400547836_24_0,TEX,UNT,28,0
400547836_24_1,TEX,UNT,28,0
400547836_25_1,TEX,UNT,28,7
400547836_25_2,TEX,UNT,28,7
400547836_25_3,TEX,UNT,28,7
400547836_25_4,TEX,UNT,28,7
400547836_25_5,TEX,UNT,28,7
400547836_25_6,TEX,UNT,28,7
400547836_25_7,TEX,UNT,28,7
400547836_26_1,TEX,UNT,31,7
400547836_26_2,TEX,UNT,31,7
400547836_27_1,TEX,UNT,38,7
400547836_27_2,TEX,UNT,38,7
400547836_27_3,TEX,UNT,38,7
400547836_27_4,TEX,UNT,38,7
400547836_27_6,TEX,UNT,38,7
400547836_27_7,TEX,UNT,38,7
400547836_27_11,TEX,UNT,38,7
400547836_28_0,TEX,UNT,38,7
400547836_28_1,TEX,UNT,38,7
400547881_0_1,TTU,TEX,0,0
400547881_0_2,TTU,TEX,0,0
400547881_0_3,TTU,TEX,0,0
400547881_1_0,TTU,TEX,0,0
400547881_1_2,TTU,TEX,0,0
400547881_1_3,TTU,TEX,0,0
400547881_1_4,TTU,TEX,0,0
400547881_1_5,TTU,TEX,0,0
400547881_2_1,TTU,TEX,0,3
400547881_2_2,TTU,TEX,0,3
400547881_2_3,TTU,TEX,0,3
400547881_2_4,TTU,TEX,0,3
400547881_2_5,TTU,TEX,0,3
400547881_2_6,TTU,TEX,0,3
400547881_3_0,TTU,TEX,0,3
400547881_3_1,TTU,TEX,0,3
400547881_3_2,TTU,TEX,0,3
400547881_4_0,TTU,TEX,0,3
400547881_4_1,TTU,TEX,0,3
400547881_4_2,TTU,TEX,0,3
400547881_4_3,TTU,TEX,0,3
400547881_4_5,TTU,TEX,0,3
400547881_4_6,TTU,TEX,0,3
400547881_6_1,TTU,TEX,6,3
400547881_6_2,TTU,TEX,6,3
400547881_6_3,TTU,TEX,6,3
400547881_7_0,TTU,TEX,6,3
400547881_7_1,TTU,TEX,6,3
400547881_7_2,TTU,TEX,6,3
400547881_7_3,TTU,TEX,6,3
400547881_7_5,TTU,TEX,6,3
400547881_7_6,TTU,TEX,6,3
400547881_7_7,TTU,TEX,6,3
400547881_7_8,TTU,TEX,6,3
400547881_8_0,TTU,TEX,6,3
400547881_8_3,TTU,TEX,6,3
400547881_8_4,TTU,TEX,6,3
400547881_8_5,TTU,TEX,6,3
400547881_8_6,TTU,TEX,6,3
400547881_8_7,TTU,TEX,6,3
400547881_8_8,TTU,TEX,6,3
400547881_8_9,TTU,TEX,6,3
400547881_9_0,TTU,TEX,6,3
400547881_9_1,TTU,TEX,6,3
400547881_9_3,TTU,TEX,6,3
400547881_10_0,TTU,TEX,6,3
400547881_10_1,TTU,TEX,6,3
400547881_10_2,TTU,TEX,6,3
400547881_11_0,TTU,TEX,6,3
400547881_11_1,TTU,TEX,6,3
400547881_12_0,TTU,TEX,6,3
400547881_12_1,TTU,TEX,6,3
400547881_12_3,TTU,TEX,6,3
400547881_12_4,TTU,TEX,6,3
400547881_12_5,TTU,TEX,6,10
400547881_13_1,TTU,TEX,6,10
400547881_13_2,TTU,TEX,6,10
400547881_13_3,TTU,TEX,6,10
400547881_13_4,TTU,TEX,6,10
400547881_13_5,TTU,TEX,6,10
400547881_13_6,TTU,TEX,6,10
400547881_13_7,TTU,TEX,6,10
400547881_13_10,TTU,TEX,6,10
400547881_13_11,TTU,TEX,13,10
400547881_14_1,TTU,TEX,13,10
400547881_14_2,TTU,TEX,13,17
400547881_15_1,TTU,TEX,13,17
400547881_15_2,TTU,TEX,13,17
400547881_15_4,TTU,TEX,13,17
400547881_16_0,TTU,TEX,13,17
400547881_16_1,TTU,TEX,13,17
400547881_16_2,TTU,TEX,13,17
400547881_16_3,TTU,TEX,13,17
400547881_16_4,TTU,TEX,13,17
400547881_17_0,TTU,TEX,13,17
400547881_18_1,TTU,TEX,13,17
400547881_18_2,TTU,TEX,13,17
400547881_18_3,TTU,TEX,13,17
400547881_18_4,TTU,TEX,13,17
400547881_18_5,TTU,TEX,13,17
400547881_18_6,TTU,TEX,13,17
400547881_18_7,TTU,TEX,13,17
400547881_18_8,TTU,TEX,13,17
400547881_19_1,TTU,TEX,13,20
400547881_19_2,TTU,TEX,13,20
400547881_19_3,TTU,TEX,13,20
400547881_19_4,TTU,TEX,13,20
400547881_19_5,TTU,TEX,13,20
400547881_19_6,TTU,TEX,13,20
400547881_19_7,TTU,TEX,13,20
400547881_20_0,TTU,TEX,13,20
400547881_20_1,TTU,TEX,13,20
400547881_20_2,TTU,TEX,13,20
400547881_21_0,TTU,TEX,13,20
400547881_21_1,TTU,TEX,13,20
400547881_21_2,TTU,TEX,13,20
400547881_21_3,TTU,TEX,13,20
400547881_21_4,TTU,TEX,13,20
400547881_21_5,TTU,TEX,13,20
400547881_22_0,TTU,TEX,13,20
400547881_22_1,TTU,TEX,13,20
400547881_22_2,TTU,TEX,13,20
400547881_22_3,TTU,TEX,13,20
400547881_23_0,TTU,TEX,13,20
400547881_23_1,TTU,TEX,13,20
400547881_23_2,TTU,TEX,13,20
400547881_24_1,TTU,TEX,13,20
400547881_24_2,TTU,TEX,13,20
400547881_24_3,TTU,TEX,13,20
400547881_24_5,TTU,TEX,13,20
400547881_24_6,TTU,TEX,13,20
400547881_24_7,TTU,TEX,13,20
400547881_24_8,TTU,TEX,13,20
400547881_24_10,TTU,TEX,13,20
400547881_24_11,TTU,TEX,13,27
400547881_25_1,TTU,TEX,13,27
400547881_25_2,TTU,TEX,13,27
400547881_25_3,TTU,TEX,13,27
400547881_26_0,TTU,TEX,13,27
400547881_26_1,TTU,TEX,13,27
400547881_26_2,TTU,TEX,13,27
400547881_26_3,TTU,TEX,13,27
400547881_26_4,TTU,TEX,13,34
400547881_27_1,TTU,TEX,13,34
400547881_27_2,TTU,TEX,13,34
400547881_27_3,TTU,TEX,13,34
400547881_27_5,TTU,TEX,13,34
400547881_27_6,TTU,TEX,13,34
400547881_28_0,TTU,TEX,13,34
400547881_28_2,TTU,TEX,13,34
400547881_28_3,TTU,TEX,13,34
400547881_28_4,TTU,TEX,13,34
400547881_28_6,TTU,TEX,13,34
400547881_28_7,TTU,TEX,13,34
400547881_29_0,TTU,TEX,13,34
400547881_29_1,TTU,TEX,13,34
400547881_29_2,TTU,TEX,13,34
400547881_29_3,TTU,TEX,13,34
400547881_29_4,TTU,TEX,13,34
400547881_29_6,TTU,TEX,13,34
400547881_30_0,TTU,TEX,13,34
400547881_30_1,TTU,TEX,13,34
400547881_30_3,TTU,TEX,13,34
400547881_31_0,TTU,TEX,13,34
400547881_31_1,TTU,TEX,13,34
400547881_31_2,TTU,TEX,13,34
400547881_31_3,TTU,TEX,13,34
400547881_31_4,TTU,TEX,13,34
400547889_0_1,TEX,WVU,0,0
400547889_0_2,TEX,WVU,0,0
400547889_0_3,TEX,WVU,0,0
400547889_0_4,TEX,WVU,0,0
400547889_0_5,TEX,WVU,0,0
400547889_0_6,TEX,WVU,0,0
400547889_0_7,TEX,WVU,0,0
400547889_1_0,TEX,WVU,0,0
400547889_1_1,TEX,WVU,0,0
400547889_1_3,TEX,WVU,0,0
400547889_1_4,TEX,WVU,0,0
400547889_1_5,TEX,WVU,0,0
400547889_1_6,TEX,WVU,0,0
400547889_1_7,TEX,WVU,0,0
400547889_1_8,TEX,WVU,0,0
400547889_1_10,TEX,WVU,0,0
400547889_1_11,TEX,WVU,0,0
400547889_1_12,TEX,WVU,7,0
400547889_2_1,TEX,WVU,7,0
400547889_2_2,TEX,WVU,7,0
400547889_2_3,TEX,WVU,7,0
400547889_2_4,TEX,WVU,7,0
400547889_2_5,TEX,WVU,7,0
400547889_2_6,TEX,WVU,7,0
400547889_2_7,TEX,WVU,7,0
400547889_2_8,TEX,WVU,7,0
400547889_3_1,TEX,WVU,7,3
400547889_3_2,TEX,WVU,7,3
400547889_3_3,TEX,WVU,7,3
400547889_4_0,TEX,WVU,7,3
400547889_4_1,TEX,WVU,7,3
400547889_4_2,TEX,WVU,7,3
400547889_4_3,TEX,WVU,7,3
400547889_5_0,TEX,WVU,7,3
400547889_5_1,TEX,WVU,7,3
400547889_5_2,TEX,WVU,7,3
400547889_5_4,TEX,WVU,7,3
400547889_5_5,TEX,WVU,7,3
400547889_5_6,TEX,WVU,7,3
400547889_5_7,TEX,WVU,7,3
400547889_6_0,TEX,WVU,7,3
400547889_6_1,TEX,WVU,7,3
400547889_6_2,TEX,WVU,7,3
400547889_6_4,TEX,WVU,7,3
400547889_6_5,TEX,WVU,7,3
400547889_7_0,TEX,WVU,7,3
400547889_7_1,TEX,WVU,7,3
400547889_7_2,TEX,WVU,14,3
400547889_8_1,TEX,WVU,14,3
400547889_8_2,TEX,WVU,14,3
400547889_8_3,TEX,WVU,14,3
400547889_9_0,TEX,WVU,14,3
400547889_9_1,TEX,WVU,14,3
400547889_9_3,TEX,WVU,21,3
400547889_10_1,TEX,WVU,21,3
400547889_10_2,TEX,WVU,21,3
400547889_10_3,TEX,WVU,21,3
400547889_11_0,TEX,WVU,21,3
400547889_11_2,TEX,WVU,21,3
400547889_11_3,TEX,WVU,21,3
400547889_11_4,TEX,WVU,21,3
400547889_11_5,TEX,WVU,21,3
400547889_11_6,TEX,WVU,21,3
400547889_12_0,TEX,WVU,21,3
400547889_12_1,TEX,WVU,21,3
400547889_12_2,TEX,WVU,21,3
400547889_13_0,TEX,WVU,24,3
400547889_13_1,TEX,WVU,24,3
400547889_14_1,TEX,WVU,24,3
400547889_14_2,TEX,WVU,24,3
400547889_14_3,TEX,WVU,24,3
400547889_14_4,TEX,WVU,24,3
400547889_14_5,TEX,WVU,24,3
400547889_14_6,TEX,WVU,24,3
400547889_14_7,TEX,WVU,24,3
400547889_15_0,TEX,WVU,24,3
400547889_15_1,TEX,WVU,24,3
400547889_15_2,TEX,WVU,24,3
400547889_15_3,TEX,WVU,24,3
400547889_15_6,TEX,WVU,24,3
400547889_15_7,TEX,WVU,24,3
400547889_15_8,TEX,WVU,24,3
400547889_15_9,TEX,WVU,24,3
400547889_15_10,TEX,WVU,24,3
400547889_15_11,TEX,WVU,24,3
400547889_16_0,TEX,WVU,24,3
400547889_16_1,TEX,WVU,24,3
400547889_16_2,TEX,WVU,24,3
400547889_16_3,TEX,WVU,24,3
400547889_17_0,TEX,WVU,24,3
400547889_17_1,TEX,WVU,24,3
400547889_17_2,TEX,WVU,24,3
400547889_17_3,TEX,WVU,24,3
400547889_17_4,TEX,WVU,24,3
400547889_17_5,TEX,WVU,24,3
400547889_17_6,TEX,WVU,24,3
400547889_17_7,TEX,WVU,24,3
400547889_17_8,TEX,WVU,24,3
400547889_18_0,TEX,WVU,24,3
400547889_18_1,TEX,WVU,24,3
400547889_18_2,TEX,WVU,24,3
400547889_19_0,TEX,WVU,24,3
400547889_19_1,TEX,WVU,24,3
400547889_19_2,TEX,WVU,24,3
400547889_19_3,TEX,WVU,24,3
400547889_19_4,TEX,WVU,24,3
400547889_19_5,TEX,WVU,24,3
400547889_19_6,TEX,WVU,24,3
400547889_19_7,TEX,WVU,24,3
400547889_19_8,TEX,WVU,24,3
400547889_19_9,TEX,WVU,24,3
400547889_19_11,TEX,WVU,24,3
400547889_19_12,TEX,WVU,24,3
400547889_19_13,TEX,WVU,24,3
400547889_19_14,TEX,WVU,24,10
400547889_20_1,TEX,WVU,24,10
400547889_20_2,TEX,WVU,24,10
400547889_20_3,TEX,WVU,24,10
400547889_20_4,TEX,WVU,24,10
400547889_20_5,TEX,WVU,24,10
400547889_20_6,TEX,WVU,24,10
400547889_22_1,TEX,WVU,26,10
400547889_22_2,TEX,WVU,26,10
400547889_22_3,TEX,WVU,26,10
400547889_22_4,TEX,WVU,26,10
400547889_23_0,TEX,WVU,26,10
400547889_23_1,TEX,WVU,26,10
400547889_24_0,TEX,WVU,26,10
400547889_24_1,TEX,WVU,26,10
400547889_24_2,TEX,WVU,26,10
400547889_25_0,TEX,WVU,26,10
400547889_25_1,TEX,WVU,26,10
400547889_25_2,TEX,WVU,26,10
400547889_25_3,TEX,WVU,26,16
400547889_26_1,TEX,WVU,26,16
400547889_26_2,TEX,WVU,26,16
400547889_26_3,TEX,WVU,26,16
400547889_27_0,TEX,WVU,26,16
400547889_27_1,TEX,WVU,26,16
400547889_27_2,TEX,WVU,26,16
400547889_27_4,TEX,WVU,26,16
400547889_28_0,TEX,WVU,33,16
400547889_29_1,TEX,WVU,33,16
400547889_29_2,TEX,WVU,33,16
400547889_29_3,TEX,WVU,33,16
400547889_29_4,TEX,WVU,33,16
400547889_29_5,TEX,WVU,33,16
400547889_29_6,TEX,WVU,33,16
400547889_29_7,TEX,WVU,33,16
400547889_29_8,TEX,WVU,33,16
400547889_29_9,TEX,WVU,33,16
400547889_29_11,TEX,WVU,33,16
400547891_0_1,OKST,TEX,0,0
400547891_0_2,OKST,TEX,0,0
400547891_1_0,OKST,TEX,0,0
400547891_1_1,OKST,TEX,0,0
400547891_1_2,OKST,TEX,0,0
400547891_1_3,OKST,TEX,0,0
400547891_1_4,OKST,TEX,0,0
400547891_1_5,OKST,TEX,0,0
400547891_1_6,OKST,TEX,0,0
400547891_1_8,OKST,TEX,0,0
400547891_1_9,OKST,TEX,0,6
400547891_2_1,OKST,TEX,0,6
400547891_2_2,OKST,TEX,0,6
