playID,gameId,year,week,offenseAbbr,defenseAbbr,quarter,clock,type,down,distance,yardLine,yardsGained
400763446_4_4,400763446,2015,9,ISU,TEX,1,00:03:58,Pass Incompletion,2,10,31,0
400763446_4_5,400763446,2015,9,ISU,TEX,1,00:03:47,Rush,3,10,31,18
400763446_4_6,400763446,2015,9,ISU,TEX,1,00:03:30,Rush,1,10,49,0
400763446_4_7,400763446,2015,9,ISU,TEX,1,00:03:00,Rush,2,10,49,1
400763446_4_8,400763446,2015,9,ISU,TEX,1,00:02:20,Rush,3,9,50,13
400763446_4_9,400763446,2015,9,ISU,TEX,1,00:01:55,Rush,1,10,63,0
400763446_4_10,400763446,2015,9,ISU,TEX,1,00:01:45,Pass Reception,2,10,63,7
400763446_4_11,400763446,2015,9,ISU,TEX,1,00:01:12,Pass Incompletion,3,3,70,0
400763446_6_0,400763446,2015,9,ISU,TEX,2,00:14:46,Rush,1,10,19,17
400763446_6_1,400763446,2015,9,ISU,TEX,2,00:14:25,Rush,1,10,36,2
400763446_6_3,400763446,2015,9,ISU,TEX,2,00:13:49,Rush,1,10,53,1
400763446_6_4,400763446,2015,9,ISU,TEX,2,00:13:25,Pass Incompletion,2,9,54,0
400763446_8_0,400763446,2015,9,ISU,TEX,2,00:07:00,Rush,1,10,32,20
400763446_8_1,400763446,2015,9,ISU,TEX,2,00:06:30,Rush,1,10,52,7
400763446_8_2,400763446,2015,9,ISU,TEX,2,00:06:00,Pass Reception,2,3,59,4
400763446_8_4,400763446,2015,9,ISU,TEX,2,00:05:00,Pass Reception,2,13,60,-3
400763446_8_5,400763446,2015,9,ISU,TEX,2,00:04:24,Pass Incompletion,3,16,57,0
400763446_10_0,400763446,2015,9,ISU,TEX,2,00:03:00,Pass Incompletion,1,10,44,0
400763446_10_1,400763446,2015,9,ISU,TEX,2,00:02:55,Rush,2,10,44,13
400763446_10_2,400763446,2015,9,ISU,TEX,2,00:02:44,Pass Incompletion,1,10,57,0
400763446_10_3,400763446,2015,9,ISU,TEX,2,00:02:40,Pass Incompletion,2,10,57,0
400763446_10_4,400763446,2015,9,ISU,TEX,2,00:02:25,Pass Reception,3,10,57,7
400763446_10_6,400763446,2015,9,ISU,TEX,2,00:01:45,Pass Reception,4,3,64,5
400763446_10_7,400763446,2015,9,ISU,TEX,2,00:01:26,Rush,1,10,69,9
400763446_10_8,400763446,2015,9,ISU,TEX,2,00:00:59,Pass Incompletion,2,1,78,0
400763446_10_9,400763446,2015,9,ISU,TEX,2,00:00:54,Rush,3,1,78,3
400763446_10_10,400763446,2015,9,ISU,TEX,2,00:00:42,Rush,1,10,81,3
400763446_10_11,400763446,2015,9,ISU,TEX,2,00:00:31,Pass Incompletion,2,7,84,0
400763446_10_12,400763446,2015,9,ISU,TEX,2,00:00:25,Pass Reception,3,7,84,7
400763446_10_13,400763446,2015,9,ISU,TEX,2,00:00:22,Pass Incompletion,1,9,91,0
400763446_10_15,400763446,2015,9,ISU,TEX,2,00:00:09,Pass Incompletion,3,10,90,0
400763446_13_0,400763446,2015,9,ISU,TEX,3,00:13:13,Rush,1,10,40,11
400763446_13_1,400763446,2015,9,ISU,TEX,3,00:12:45,Rush,1,10,51,3
400763446_13_2,400763446,2015,9,ISU,TEX,3,00:12:15,Rush,2,7,54,4
400763446_13_3,400763446,2015,9,ISU,TEX,3,00:11:45,Rush,3,3,58,1
400763446_15_1,400763446,2015,9,ISU,TEX,3,00:08:00,Pass Reception,2,12,43,13
400763446_15_2,400763446,2015,9,ISU,TEX,3,00:07:50,Rush,1,10,56,7
400763446_15_3,400763446,2015,9,ISU,TEX,3,00:07:13,Rush,2,3,63,2
400763446_15_4,400763446,2015,9,ISU,TEX,3,00:06:38,Rush,3,1,65,3
400763446_15_6,400763446,2015,9,ISU,TEX,3,00:06:10,Rush,1,10,77,4
400763446_15_7,400763446,2015,9,ISU,TEX,3,00:05:28,Pass Incompletion,2,6,81,0
400763446_15_8,400763446,2015,9,ISU,TEX,3,00:05:11,Passing Touchdown,3,6,81,19
400763446_17_0,400763446,2015,9,ISU,TEX,3,00:03:00,Pass Reception,1,10,11,4
400763446_17_1,400763446,2015,9,ISU,TEX,3,00:02:47,Pass Reception,2,6,15,15
400763446_17_2,400763446,2015,9,ISU,TEX,3,00:02:35,Rush,1,10,30,3
400763446_17_3,400763446,2015,9,ISU,TEX,3,00:01:54,Rush,2,7,33,6
400763446_17_4,400763446,2015,9,ISU,TEX,3,00:01:31,Rush,3,1,39,4
400763446_17_5,400763446,2015,9,ISU,TEX,3,00:01:05,Rush,1,10,43,5
400763446_17_6,400763446,2015,9,ISU,TEX,3,00:00:28,Rush,2,5,48,6
400763446_17_8,400763446,2015,9,ISU,TEX,4,00:14:57,Pass Incompletion,1,10,54,0
400763446_17_9,400763446,2015,9,ISU,TEX,4,00:14:50,Rush,2,10,54,2
400763446_19_0,400763446,2015,9,ISU,TEX,4,00:12:25,Rush,1,10,15,-3
400763446_19_2,400763446,2015,9,ISU,TEX,4,00:12:00,Rush,1,10,27,8
400763446_19_3,400763446,2015,9,ISU,TEX,4,00:11:35,Rush,2,2,35,1
400763446_19_4,400763446,2015,9,ISU,TEX,4,00:11:00,Pass Reception,3,1,36,7
400763446_19_5,400763446,2015,9,ISU,TEX,4,00:10:37,Pass Incompletion,1,10,43,0
400763446_19_6,400763446,2015,9,ISU,TEX,4,00:10:27,Rush,2,10,43,3
400763446_21_1,400763446,2015,9,ISU,TEX,4,00:07:58,Pass Reception,1,19,30,6
400763446_21_2,400763446,2015,9,ISU,TEX,4,00:07:35,Rush,2,13,36,2
400763446_21_3,400763446,2015,9,ISU,TEX,4,00:06:43,Pass Reception,3,11,38,22
400763446_21_4,400763446,2015,9,ISU,TEX,4,00:06:00,Rush,1,10,60,12
400763446_21_5,400763446,2015,9,ISU,TEX,4,00:05:35,Rush,1,10,72,4
400763446_21_6,400763446,2015,9,ISU,TEX,4,00:04:49,Rush,2,6,76,3
400763446_21_7,400763446,2015,9,ISU,TEX,4,00:04:08,Pass Reception,3,3,79,13
400763446_21_8,400763446,2015,9,ISU,TEX,4,00:03:50,Rush,1,8,92,2
400763446_21_9,400763446,2015,9,ISU,TEX,4,00:03:00,Rush,2,6,94,5
400763446_21_11,400763446,2015,9,ISU,TEX,4,00:02:10,Rushing Touchdown,3,0,99,1
400868946_0_1,400868946,2016,1,ND,TEX,1,00:14:48,Pass Incompletion,1,10,78,0
400868946_0_2,400868946,2016,1,ND,TEX,1,00:14:25,Rush,2,10,78,54
400868946_0_3,400868946,2016,1,ND,TEX,1,00:13:51,Rush,1,10,24,5
400868946_0_4,400868946,2016,1,ND,TEX,1,00:13:33,Rush,2,5,19,1
400868946_0_5,400868946,2016,1,ND,TEX,1,00:12:58,Rush,3,4,18,5
400868946_0_6,400868946,2016,1,ND,TEX,1,00:12:28,Passing Touchdown,1,10,13,13
400868946_2_1,400868946,2016,1,ND,TEX,1,00:09:16,Rush,1,10,71,2
400868946_2_2,400868946,2016,1,ND,TEX,1,00:08:44,Rush,2,8,69,3
400868946_2_3,400868946,2016,1,ND,TEX,1,00:08:07,Pass Incompletion,3,5,66,0
400868946_4_0,400868946,2016,1,ND,TEX,1,00:06:28,Pass Reception,1,10,72,7
400868946_4_1,400868946,2016,1,ND,TEX,1,00:06:09,Rush,2,3,65,7
400868946_4_2,400868946,2016,1,ND,TEX,1,00:05:37,Pass Reception,1,10,58,0
400868946_4_3,400868946,2016,1,ND,TEX,1,00:05:04,Rush,2,10,58,-3
400868946_6_0,400868946,2016,1,ND,TEX,1,00:02:16,Rush,1,10,87,1
400868946_6_1,400868946,2016,1,ND,TEX,1,00:01:44,Rush,2,9,86,8
400868946_6_2,400868946,2016,1,ND,TEX,1,00:01:22,Rush,3,1,78,2
400868946_6_3,400868946,2016,1,ND,TEX,1,00:00:38,Pass Reception,1,10,76,8
400868946_6_4,400868946,2016,1,ND,TEX,1,00:00:00,Rush,2,2,68,4
400868946_6_6,400868946,2016,1,ND,TEX,2,00:14:51,Rush,1,10,64,8
400868946_6_7,400868946,2016,1,ND,TEX,2,00:14:25,Rush,2,2,56,-5
400868946_6_8,400868946,2016,1,ND,TEX,2,00:13:46,Pass Reception,3,7,61,15
400868946_6_9,400868946,2016,1,ND,TEX,2,00:13:18,Rush,1,10,46,5
400868946_6_10,400868946,2016,1,ND,TEX,2,00:12:39,Pass Incompletion,2,5,41,0
400868946_6_11,400868946,2016,1,ND,TEX,2,00:12:34,Pass Incompletion,3,5,41,0
400868946_8_1,400868946,2016,1,ND,TEX,2,00:07:05,Pass Reception,1,10,75,19
400868946_8_2,400868946,2016,1,ND,TEX,2,00:06:37,Rush,1,10,56,5
400868946_8_3,400868946,2016,1,ND,TEX,2,00:06:04,Rush,2,5,51,2
400868946_8_5,400868946,2016,1,ND,TEX,2,00:05:09,Pass Reception,3,13,59,15
400868946_8_6,400868946,2016,1,ND,TEX,2,00:04:46,Rush,1,10,44,1
400868946_8_7,400868946,2016,1,ND,TEX,2,00:04:11,Rush,2,9,43,13
400868946_8_8,400868946,2016,1,ND,TEX,2,00:03:44,Passing Touchdown,1,10,30,30
400868946_10_1,400868946,2016,1,ND,TEX,2,00:01:03,Pass Reception,1,10,75,14
400868946_10_2,400868946,2016,1,ND,TEX,2,00:00:50,Pass Incompletion,1,10,61,0
400868946_10_3,400868946,2016,1,ND,TEX,2,00:00:45,Rush,2,10,61,3
400868946_10_5,400868946,2016,1,ND,TEX,2,00:00:39,Pass Incompletion,3,7,58,0
400868946_13_1,400868946,2016,1,ND,TEX,3,00:14:10,Rush,1,10,74,3
400868946_13_2,400868946,2016,1,ND,TEX,3,00:13:33,Rush,2,7,71,2
400868946_15_1,400868946,2016,1,ND,TEX,3,00:08:57,Rush,1,10,61,5
400868946_15_2,400868946,2016,1,ND,TEX,3,00:08:35,Rush,2,5,56,10
400868946_15_3,400868946,2016,1,ND,TEX,3,00:08:10,Pass Reception,1,10,46,17
400868946_15_4,400868946,2016,1,ND,TEX,3,00:07:39,Rushing Touchdown,1,10,29,29
400868946_17_0,400868946,2016,1,ND,TEX,3,00:06:12,Rush,1,6,6,1
400868946_17_1,400868946,2016,1,ND,TEX,3,00:05:40,Rush,2,5,5,0
400868946_17_2,400868946,2016,1,ND,TEX,3,00:05:06,Passing Touchdown,3,0,5,5
400868946_19_0,400868946,2016,1,ND,TEX,3,00:03:50,Pass Incompletion,1,10,73,0
400868946_19_1,400868946,2016,1,ND,TEX,3,00:03:40,Pass Reception,2,10,73,17
400868946_19_2,400868946,2016,1,ND,TEX,3,00:03:14,Rush,1,10,56,3
400868946_19_3,400868946,2016,1,ND,TEX,3,00:02:42,Rush,2,7,53,12
400868946_19_4,400868946,2016,1,ND,TEX,3,00:02:10,Pass Reception,1,10,41,24
400868946_19_5,400868946,2016,1,ND,TEX,3,00:01:30,Rush,1,10,17,2
400868946_19_6,400868946,2016,1,ND,TEX,3,00:01:01,Pass Reception,2,8,15,-4
400868946_19_7,400868946,2016,1,ND,TEX,3,00:00:36,Pass Incompletion,2,12,19,0
400868946_19_9,400868946,2016,1,ND,TEX,3,00:00:30,Pass Incompletion,3,12,19,0
400868946_21_0,400868946,2016,1,ND,TEX,4,00:13:40,Pass Incompletion,1,10,46,0
400868946_21_1,400868946,2016,1,ND,TEX,4,00:13:31,Rush,2,10,46,10
400868946_21_2,400868946,2016,1,ND,TEX,4,00:13:04,Rush,1,10,36,3
400868946_21_3,400868946,2016,1,ND,TEX,4,00:12:40,Rush,2,7,33,4
400868946_21_6,400868946,2016,1,ND,TEX,4,00:11:47,Pass Incompletion,1,10,19,0
400868946_21_7,400868946,2016,1,ND,TEX,4,00:11:35,Rush,2,10,19,2
400868946_21_8,400868946,2016,1,ND,TEX,4,00:10:57,Passing Touchdown,3,8,17,17
400868946_23_0,400868946,2016,1,ND,TEX,4,00:08:28,Pass Incompletion,1,10,75,0
400868946_23_1,400868946,2016,1,ND,TEX,4,00:08:19,Rush,2,10,75,4
400868946_23_2,400868946,2016,1,ND,TEX,4,00:07:43,Pass Reception,3,6,71,6
400868946_23_3,400868946,2016,1,ND,TEX,4,00:07:16,Rush,1,10,65,0
400868946_23_4,400868946,2016,1,ND,TEX,4,00:06:43,Rush,2,10,65,5
400868946_23_5,400868946,2016,1,ND,TEX,4,00:06:02,Rush,3,5,60,4
400868946_25_1,400868946,2016,1,ND,TEX,4,00:03:18,Rush,1,10,71,2
400868946_25_3,400868946,2016,1,ND,TEX,4,00:02:00,Rush,3,12,73,2
400868946_27_0,400868946,2016,1,ND,TEX,4,00:00:00,Rush,1,10,80,-2
400868946_29_0,400868946,2016,1,ND,TEX,5,00:00:00,Passing Touchdown,1,10,25,25
400868946_30_0,400868946,2016,1,ND,TEX,6,00:00:00,Rush,1,10,25,5
400868946_30_1,400868946,2016,1,ND,TEX,6,00:00:00,Rush,2,5,20,-2
400868946_30_2,400868946,2016,1,ND,TEX,6,00:00:00,Pass Incompletion,3,7,22,0
400869630_0_1,400869630,2016,10,TTU,TEX,1,00:15:00,Rush,1,10,25,3
400869630_0_2,400869630,2016,10,TTU,TEX,1,00:15:00,Pass Reception,2,7,28,17
400869630_0_3,400869630,2016,10,TTU,TEX,1,00:15:00,Pass Reception,1,10,45,15
400869630_0_4,400869630,2016,10,TTU,TEX,1,00:15:00,Pass Reception,1,10,60,11
400869630_0_5,400869630,2016,10,TTU,TEX,1,00:15:00,Pass Incompletion,1,10,71,0
400869630_0_6,400869630,2016,10,TTU,TEX,1,00:15:00,Pass Reception,2,10,71,12
400869630_0_7,400869630,2016,10,TTU,TEX,1,00:15:00,Rush,1,10,83,5
400869630_0_8,400869630,2016,10,TTU,TEX,1,00:15:00,Pass Reception,2,5,88,4
400869630_0_10,400869630,2016,10,TTU,TEX,1,00:11:37,Passing Touchdown,1,0,97,3
400869630_2_1,400869630,2016,10,TTU,TEX,1,00:10:43,Pass Reception,1,10,25,6
400869630_2_2,400869630,2016,10,TTU,TEX,1,00:10:43,Rush,2,4,31,11
400869630_2_3,400869630,2016,10,TTU,TEX,1,00:10:43,Rush,1,10,42,6
400869630_2_4,400869630,2016,10,TTU,TEX,1,00:10:43,Rush,2,4,48,3
400869630_2_6,400869630,2016,10,TTU,TEX,1,00:10:43,Pass Reception,3,5,47,20
400869630_2_7,400869630,2016,10,TTU,TEX,1,00:10:43,Rush,1,10,67,-2
400869630_2_8,400869630,2016,10,TTU,TEX,1,00:10:43,Pass Incompletion,2,12,65,0
400869630_2_9,400869630,2016,10,TTU,TEX,1,00:10:43,Pass Reception,3,12,65,11
400869630_4_1,400869630,2016,10,TTU,TEX,1,00:04:30,Pass Reception,1,10,13,6
400869630_4_2,400869630,2016,10,TTU,TEX,1,00:04:30,Pass Reception,2,4,19,12
400869630_4_3,400869630,2016,10,TTU,TEX,1,00:04:30,Pass Reception,1,10,31,30
400869630_4_4,400869630,2016,10,TTU,TEX,1,00:04:30,Pass Reception,1,10,61,12
400869630_4_5,400869630,2016,10,TTU,TEX,1,00:04:30,Rush,1,10,73,5
400869630_4_6,400869630,2016,10,TTU,TEX,1,00:04:30,Pass Reception,2,5,78,13
400869630_4_7,400869630,2016,10,TTU,TEX,1,00:04:30,Rush,1,9,91,3
400869630_4_8,400869630,2016,10,TTU,TEX,1,00:01:23,Passing Touchdown,2,0,94,6
400869630_6_0,400869630,2016,10,TTU,TEX,1,00:00:24,Pass Incompletion,1,10,30,0
400869630_6_3,400869630,2016,10,TTU,TEX,2,00:15:00,Pass Reception,2,5,35,10
400869630_6_5,400869630,2016,10,TTU,TEX,2,00:14:40,Rush,1,10,45,-4
400869630_6_6,400869630,2016,10,TTU,TEX,2,00:14:40,Pass Reception,2,14,41,4
400869630_6_8,400869630,2016,10,TTU,TEX,2,00:14:40,Pass Incompletion,3,15,40,0
400869630_9_0,400869630,2016,10,TTU,TEX,2,00:06:31,Pass Incompletion,1,10,33,0
400869630_9_2,400869630,2016,10,TTU,TEX,2,00:06:31,Pass Incompletion,2,15,28,0
400869630_9_3,400869630,2016,10,TTU,TEX,2,00:06:31,Rush,3,15,28,8
400869630_11_1,400869630,2016,10,TTU,TEX,2,00:03:01,Rush,1,10,25,4
400869630_11_2,400869630,2016,10,TTU,TEX,2,00:03:01,Pass Incompletion,2,6,29,0
400869630_11_4,400869630,2016,10,TTU,TEX,2,00:02:38,Rush,3,6,29,0
400869630_13_1,400869630,2016,10,TTU,TEX,2,00:00:26,Rush,1,10,25,-1
400869630_15_1,400869630,2016,10,TTU,TEX,3,00:11:57,Rush,1,10,25,2
400869630_15_2,400869630,2016,10,TTU,TEX,3,00:11:57,Rush,2,8,27,0
400869630_15_3,400869630,2016,10,TTU,TEX,3,00:11:57,Pass Incompletion,3,8,27,0
400869630_15_4,400869630,2016,10,TTU,TEX,3,00:11:57,Rush,4,8,27,25
400869630_15_5,400869630,2016,10,TTU,TEX,3,00:11:57,Pass Incompletion,1,10,52,0
400869630_15_6,400869630,2016,10,TTU,TEX,3,00:11:57,Pass Reception,2,10,52,3
400869630_15_7,400869630,2016,10,TTU,TEX,3,00:11:57,Pass Reception,3,7,55,25
400869630_15_8,400869630,2016,10,TTU,TEX,3,00:11:57,Rush,1,10,80,5
400869630_15_9,400869630,2016,10,TTU,TEX,3,00:11:57,Rush,2,5,85,4
400869630_15_10,400869630,2016,10,TTU,TEX,3,00:11:57,Rush,3,1,89,2
400869630_15_11,400869630,2016,10,TTU,TEX,3,00:11:57,Rush,1,9,91,2
400869630_15_13,400869630,2016,10,TTU,TEX,3,00:07:45,Pass Incompletion,2,7,93,0
400869630_15_14,400869630,2016,10,TTU,TEX,3,00:07:33,Passing Touchdown,3,0,93,7
400869630_17_1,400869630,2016,10,TTU,TEX,3,00:06:15,Rush,1,10,24,3
400869630_17_2,400869630,2016,10,TTU,TEX,3,00:06:15,Pass Incompletion,2,7,27,0
400869630_17_3,400869630,2016,10,TTU,TEX,3,00:06:15,Pass Reception,3,7,27,7
400869630_17_4,400869630,2016,10,TTU,TEX,3,00:06:15,Pass Incompletion,1,10,34,0
400869630_17_5,400869630,2016,10,TTU,TEX,3,00:06:15,Pass Reception,2,10,34,6
400869630_19_0,400869630,2016,10,TTU,TEX,3,00:02:56,Rush,1,10,10,2
400869630_19_1,400869630,2016,10,TTU,TEX,3,00:02:56,Pass Incompletion,2,8,12,0
400869630_19_2,400869630,2016,10,TTU,TEX,3,00:02:56,Pass Reception,3,8,12,14
400869630_19_3,400869630,2016,10,TTU,TEX,3,00:02:56,Rush,1,10,26,11
400869630_19_4,400869630,2016,10,TTU,TEX,3,00:02:56,Pass Reception,1,10,37,4
400869630_19_5,400869630,2016,10,TTU,TEX,3,00:02:56,Rush,2,6,41,9
400869630_19_6,400869630,2016,10,TTU,TEX,3,00:02:56,Pass Incompletion,1,10,50,0
400869630_19_7,400869630,2016,10,TTU,TEX,3,00:02:56,Pass Incompletion,2,10,50,0
400869630_21_1,400869630,2016,10,TTU,TEX,4,00:14:49,Pass Reception,1,10,12,9
400869630_21_2,400869630,2016,10,TTU,TEX,4,00:14:49,Rush,2,1,21,25
400869630_21_3,400869630,2016,10,TTU,TEX,4,00:14:49,Pass Reception,1,10,46,1
400869630_21_4,400869630,2016,10,TTU,TEX,4,00:14:49,Pass Reception,2,9,47,24
400869630_21_5,400869630,2016,10,TTU,TEX,4,00:14:49,Pass Incompletion,1,10,71,0
400869630_21_6,400869630,2016,10,TTU,TEX,4,00:14:49,Rush,2,10,71,0
400869630_21_7,400869630,2016,10,TTU,TEX,4,00:14:49,Pass Incompletion,3,10,71,0
400869630_23_0,400869630,2016,10,TTU,TEX,4,00:11:39,Pass Reception,1,10,63,24
400869630_23_1,400869630,2016,10,TTU,TEX,4,00:11:39,Pass Reception,1,10,87,4
400869630_23_2,400869630,2016,10,TTU,TEX,4,00:10:50,Rushing Touchdown,2,6,91,9
400869630_25_0,400869630,2016,10,TTU,TEX,4,00:08:26,Rush,1,10,20,4
400869630_25_1,400869630,2016,10,TTU,TEX,4,00:08:26,Pass Incompletion,2,6,24,0
400869630_27_0,400869630,2016,10,TTU,TEX,4,00:07:04,Rush,1,10,5,5
400869630_27_1,400869630,2016,10,TTU,TEX,4,00:07:04,Pass Reception,2,5,10,4
400869630_27_2,400869630,2016,10,TTU,TEX,4,00:07:04,Rush,3,1,14,1
400869630_27_3,400869630,2016,10,TTU,TEX,4,00:07:04,Pass Incompletion,1,10,15,0
400869630_27_4,400869630,2016,10,TTU,TEX,4,00:07:04,Pass Reception,2,10,15,9
400869630_27_7,400869630,2016,10,TTU,TEX,4,00:05:29,Rush,4,1,24,2
400869630_27_8,400869630,2016,10,TTU,TEX,4,00:05:29,Rush,1,10,26,2
400869630_27_9,400869630,2016,10,TTU,TEX,4,00:05:29,Rush,2,8,28,5
400869630_27_10,400869630,2016,10,TTU,TEX,4,00:05:29,Rush,3,3,33,2
400869630_27_11,400869630,2016,10,TTU,TEX,4,00:05:29,Rush,4,1,35,0
400869630_29_0,400869630,2016,10,TTU,TEX,4,00:02:11,Pass Reception,1,10,26,6
400869630_29_1,400869630,2016,10,TTU,TEX,4,00:02:11,Pass Reception,2,4,32,4
400869630_29_2,400869630,2016,10,TTU,TEX,4,00:02:11,Pass Reception,1,10,36,22
400869630_29_3,400869630,2016,10,TTU,TEX,4,00:02:11,Pass Incompletion,1,10,58,0
400869630_29_4,400869630,2016,10,TTU,TEX,4,00:02:11,Rush,2,10,58,4
400869630_29_5,400869630,2016,10,TTU,TEX,4,00:02:11,Rush,3,6,62,3
400869630_29_6,400869630,2016,10,TTU,TEX,4,00:02:11,Pass Reception,4,3,65,15
400869630_29_7,400869630,2016,10,TTU,TEX,4,00:02:11,Pass Incompletion,1,10,80,0
400869630_29_8,400869630,2016,10,TTU,TEX,4,00:02:11,Pass Incompletion,2,10,80,0
400869630_29_9,400869630,2016,10,TTU,TEX,4,00:02:11,Pass Interception Return,3,10,80,0
400869631_1_1,400869631,2016,11,WVU,TEX,1,00:11:43,Rush,1,10,75,10
400869631_1_2,400869631,2016,11,WVU,TEX,1,00:11:23,Rush,1,10,65,4
400869631_1_3,400869631,2016,11,WVU,TEX,1,00:10:38,Rush,2,6,61,4
400869631_1_4,400869631,2016,11,WVU,TEX,1,00:10:21,Rush,3,2,57,3
400869631_1_5,400869631,2016,11,WVU,TEX,1,00:09:54,Pass Incompletion,1,10,54,0
400869631_1_6,400869631,2016,11,WVU,TEX,1,00:09:40,Pass Reception,2,10,54,12
400869631_1_7,400869631,2016,11,WVU,TEX,1,00:09:25,Rush,1,10,42,1
400869631_1_8,400869631,2016,11,WVU,TEX,1,00:09:19,Pass Incompletion,2,9,41,0
400869631_1_9,400869631,2016,11,WVU,TEX,1,00:09:06,Pass Reception,3,9,41,16
400869631_1_10,400869631,2016,11,WVU,TEX,1,00:08:43,Pass Reception,1,10,25,-1
400869631_1_11,400869631,2016,11,WVU,TEX,1,00:08:09,Rush,2,11,26,3
400869631_3_0,400869631,2016,11,WVU,TEX,1,00:06:46,Rush,1,10,17,2
400869631_3_1,400869631,2016,11,WVU,TEX,1,00:06:31,Rush,2,8,15,7
400869631_5_0,400869631,2016,11,WVU,TEX,1,00:05:00,Rush,1,10,66,2
400869631_5_1,400869631,2016,11,WVU,TEX,1,00:04:41,Pass Reception,2,8,64,8
400869631_5_2,400869631,2016,11,WVU,TEX,1,00:04:25,Pass Reception,1,10,56,16
400869631_5_3,400869631,2016,11,WVU,TEX,1,00:04:19,Pass Reception,1,10,40,11
400869631_5_4,400869631,2016,11,WVU,TEX,1,00:04:10,Pass Reception,1,10,29,-1
400869631_5_5,400869631,2016,11,WVU,TEX,1,00:03:27,Pass Incompletion,2,11,30,0
400869631_5_6,400869631,2016,11,WVU,TEX,1,00:03:11,Pass Reception,3,11,30,17
400869631_5_7,400869631,2016,11,WVU,TEX,1,00:02:52,Rush,1,10,13,5
400869631_5_8,400869631,2016,11,WVU,TEX,1,00:02:27,Rushing Touchdown,2,5,8,8
400869631_7_0,400869631,2016,11,WVU,TEX,1,00:00:55,Rush,1,10,70,-8
400869631_7_1,400869631,2016,11,WVU,TEX,1,00:00:30,Pass Reception,1,18,78,36
400869631_7_2,400869631,2016,11,WVU,TEX,1,00:00:00,Rush,1,10,42,4
400869631_7_4,400869631,2016,11,WVU,TEX,2,00:14:50,Pass Reception,2,6,38,12
400869631_7_5,400869631,2016,11,WVU,TEX,2,00:14:30,Rush,1,10,26,-3
400869631_7_6,400869631,2016,11,WVU,TEX,2,00:14:11,Passing Touchdown,2,13,29,29
400869631_9_0,400869631,2016,11,WVU,TEX,2,00:11:30,Rush,1,10,85,4
400869631_9_1,400869631,2016,11,WVU,TEX,2,00:10:56,Rush,2,6,81,3
400869631_9_2,400869631,2016,11,WVU,TEX,2,00:10:30,Rush,3,3,78,5
400869631_9_3,400869631,2016,11,WVU,TEX,2,00:09:42,Rush,1,10,73,5
400869631_9_4,400869631,2016,11,WVU,TEX,2,00:09:33,Pass Incompletion,2,5,68,0
400869631_9_5,400869631,2016,11,WVU,TEX,2,00:09:30,Pass Incompletion,3,5,68,0
400869631_11_1,400869631,2016,11,WVU,TEX,2,00:07:22,Rush,1,10,75,1
400869631_11_2,400869631,2016,11,WVU,TEX,2,00:07:08,Pass Incompletion,2,9,74,0
400869631_11_3,400869631,2016,11,WVU,TEX,2,00:07:02,Pass Incompletion,3,9,74,0
400869631_14_1,400869631,2016,11,WVU,TEX,3,00:14:48,Pass Reception,1,10,75,15
400869631_14_2,400869631,2016,11,WVU,TEX,3,00:14:28,Pass Reception,1,10,60,26
400869631_14_3,400869631,2016,11,WVU,TEX,3,00:14:12,Pass Interception Return,1,10,34,2
400869631_16_0,400869631,2016,11,WVU,TEX,3,00:09:55,Rush,1,10,79,2
400869631_16_1,400869631,2016,11,WVU,TEX,3,00:09:48,Rush,2,8,77,13
400869631_16_2,400869631,2016,11,WVU,TEX,3,00:09:05,Pass Reception,1,10,64,-5
400869631_16_3,400869631,2016,11,WVU,TEX,3,00:08:42,Pass Reception,2,15,69,10
400869631_16_4,400869631,2016,11,WVU,TEX,3,00:08:26,Pass Reception,3,5,59,6
400869631_16_5,400869631,2016,11,WVU,TEX,3,00:07:50,Pass Reception,1,10,53,9
400869631_16_6,400869631,2016,11,WVU,TEX,3,00:07:38,Rush,2,1,44,4
400869631_16_7,400869631,2016,11,WVU,TEX,3,00:07:07,Rush,1,10,40,5
400869631_16_8,400869631,2016,11,WVU,TEX,3,00:06:51,Pass Incompletion,2,5,35,0
400869631_16_10,400869631,2016,11,WVU,TEX,3,00:06:42,Rush,3,5,35,8
400869631_16_11,400869631,2016,11,WVU,TEX,3,00:06:09,Rush,1,10,27,4
400869631_16_12,400869631,2016,11,WVU,TEX,3,00:05:25,Rush,2,6,23,-3
400869631_16_13,400869631,2016,11,WVU,TEX,3,00:05:10,Pass Reception,3,9,26,23
400869631_16_14,400869631,2016,11,WVU,TEX,3,00:05:03,Rushing Touchdown,1,0,3,3
400869631_18_0,400869631,2016,11,WVU,TEX,3,00:04:04,Rush,1,10,33,0
400869631_18_1,400869631,2016,11,WVU,TEX,3,00:03:49,Pass Incompletion,2,10,33,0
400869631_18_2,400869631,2016,11,WVU,TEX,3,00:03:40,Pass Interception Return,3,10,33,0
400869631_20_1,400869631,2016,11,WVU,TEX,3,00:01:21,Pass Reception,1,10,75,10
400869631_20_2,400869631,2016,11,WVU,TEX,3,00:01:03,Pass Incompletion,1,10,65,0
400869631_20_3,400869631,2016,11,WVU,TEX,3,00:00:57,Pass Interception Return,2,10,65,0
400869631_22_0,400869631,2016,11,WVU,TEX,4,00:12:44,Rush,1,10,80,1
400869631_22_1,400869631,2016,11,WVU,TEX,4,00:12:22,Pass Incompletion,2,9,79,0
